时间t(s),浮子垂荡位移zf(m),浮子垂荡速度dzf/dt(m/s),浮子纵摇角位移θf(rad),浮子纵摇角速度dθf/dt(rad/s),振子垂荡位移zo(m),振子垂荡速度dzo/dt(m/s),振子纵摇角位移θo(rad),振子纵摇角速度dθo/dt(rad/s)
0,0,0,0,0,0,0,0,0
0.2,0.0105625836,0.09599476224,0.001893189828,0.01820451999,0.003341711616,0.04828981052,0.002503039514,0.01539684547
0.4,0.03478220144,0.1386905044,0.007116361092,0.03335911933,0.02230900954,0.1402537463,0.007570622444,0.03876760125
0.6,0.06355329375,0.1434272386,0.01470613211,0.04130390895,0.05633833314,0.1881597152,0.0153648947,0.03877479389
0.8,0.089813547,0.1128234813,0.02315059085,0.04143560494,0.09255828575,0.162404652,0.02426224061,0.04416657789
1,0.1060221236,0.04272513213,0.03063294339,0.03211324359,0.1174327273,0.07872051757,0.03162014612,0.03326285678
1.2,0.1046350874,-0.06093556681,0.03541517973,0.01424065717,0.121723734,-0.03997211011,0.0367357973,0.01250689959
1.4,0.08064622045,-0.1794320931,0.0359320834,-0.009864289112,0.1004204086,-0.1739054203,0.03707848597,-0.008441955575
1.6,0.03351710896,-0.2881465715,0.03119173927,-0.03777057587,0.05261198289,-0.3009306761,0.03206884447,-0.04100980561
1.8,-0.03236351551,-0.3632926693,0.02088037966,-0.06505263862,-0.01777091561,-0.3953117906,0.02146242336,-0.06702088652
2,-0.1082821345,-0.3859281592,0.005452383686,-0.08805494724,-0.1017408364,-0.4334128281,0.005304428564,-0.09090559234
2.2,-0.182460426,-0.3447875086,-0.0138074832,-0.1029889408,-0.1863494011,-0.4001281571,-0.01454540936,-0.1076228653
2.4,-0.2418375252,-0.2386336715,-0.03498219691,-0.1067109173,-0.2568027566,-0.2924400393,-0.03650269989,-0.1093997764
2.6,-0.2742192396,-0.0774155831,-0.05565963818,-0.09784351211,-0.2989968225,-0.1202226515,-0.05791516616,-0.1018047816
2.8,-0.2704736533,0.1184905534,-0.07323914042,-0.07591935119,-0.3020137727,0.09485823044,-0.07600886566,-0.07819798538
3,-0.2263761183,0.3209775421,-0.08526033411,-0.04252816184,-0.2602308224,0.3221198343,-0.08846909087,-0.04345462875
3.2,-0.1437597864,0.4983514057,-0.08968546139,-0.000652818012,-0.1747117222,0.5262180556,-0.09294075522,-0.0008289785839
3.4,-0.03074829067,0.6202463387,-0.08522211668,0.04560467859,-0.05360713568,0.6725798633,-0.08826114122,0.04803186287
3.6,0.09901040516,0.6625717363,-0.07150110651,0.09106268402,0.0885678797,0.7330395298,-0.07400525861,0.09434597341
3.8,0.2280394151,0.6117334613,-0.04919107125,0.1305854122,0.2327244654,0.6907328527,-0.05080897071,0.1355266006
4,0.3374412133,0.4674380241,-0.0199941153,0.159231313,0.3578261948,0.543442638,-0.02055680976,0.1652726808
4.2,0.4096808666,0.243575287,0.01350837792,0.1730606206,0.4439798154,0.3048268164,0.0141910568,0.1791122879
4.4,0.4313325832,-0.03304114354,0.048081633,0.1696840768,0.4755347591,0.003261372225,0.05001311164,0.1759944705
4.6,0.3953661441,-0.3259706136,0.08018054414,0.1483834457,0.4437163798,-0.3216217894,0.08324770053,0.153546201
4.8,0.302602897,-0.5940592833,0.1063282475,0.110531407,0.3483696468,-0.6242683141,0.1103330815,0.1143709043
5,0.1620820289,-0.7972935701,0.1234990214,0.05931760836,0.1985081697,-0.8596721485,0.1280781083,0.06138131116
5.2,-0.009768506975,-0.9027526075,0.1294803284,-0.0004663382966,0.01153187838,-0.990053889,0.1342462006,-0.0007900153545
5.4,-0.1910875665,-0.8897771268,0.1231387083,-0.06285890104,-0.1888290215,-0.9907576317,0.1276386429,-0.06522458798
5.6,-0.3574242237,-0.7535605918,0.1045885294,-0.1214677827,-0.375594645,-0.8544639771,0.1083755828,-0.1260673923
5.8,-0.4850905618,-0.5065771238,0.07522340476,-0.1700337205,-0.522231104,-0.5930392145,0.07792514652,-0.1763442478
6,-0.5545571424,-0.1775612548,0.03760505848,-0.2032033073,-0.60644718,-0.2366687591,0.03891398372,-0.2106172119
6.2,-0.5534020209,0.1918956864,-0.004770114559,-0.2171126789,-0.6135457522,0.1696893609,-0.00501131098,-0.2251072418
6.4,-0.4783724575,0.552719005,-0.04782025851,-0.2098084846,-0.5388304842,0.5721034982,-0.049631636,-0.217415622
6.6,-0.336232134,0.8549835231,-0.08729259013,-0.1815591902,-0.3886889428,0.9149540362,-0.09054436308,-0.1881731383
6.8,-0.1432307399,1.05489481,-0.119206102,-0.1348103965,-0.1801520475,1.148705086,-0.1236134224,-0.1397161587
7,0.07677532848,1.121133888,-0.1402752696,-0.07399373034,0.06105807609,1.237066314,-0.1454492778,-0.07664683872
7.2,0.2953297163,1.039646699,-0.1482619283,-0.005078673843,0.3037640038,1.162509362,-0.1537234925,-0.00528073813
7.4,0.4831229824,0.8161587199,-0.1422241989,0.06506381526,0.5154364191,0.9293133746,-0.1474638816,0.0674517005
7.6,0.6139774551,0.4760008518,-0.1226280918,0.1293519282,0.6666151651,0.5636462335,-0.1271560456,0.1340573808
7.8,0.668521544,0.0612032845,-0.0913110319,0.1812679316,0.7350394476,0.1105967165,-0.09469713862,0.1878602553
8,0.6370349241,-0.3748023112,-0.0513012924,0.2155378868,0.7089047341,-0.3714990652,-0.05323078722,0.2234094458
8.2,0.5210494558,-0.7741893531,-0.006508608673,0.2286925694,0.5887724481,-0.8187064676,-0.006803183481,0.2370364491
8.4,0.3334543822,-1.08251637,0.03867737211,0.2194480802,0.387835743,-1.17009512,0.04003692666,0.2274999953
8.6,0.09705628427,-1.256219774,0.07984044186,0.1888260097,0.1304666564,-1.376122502,0.08271193585,0.1957873595
8.8,-0.1582431859,-1.268779631,0.1129934485,0.140051627,-0.1507936263,-1.405634995,0.117093288,0.1452639006
9,-0.3992951416,-1.114684888,0.1349863581,0.07819935643,-0.419421668,-1.250495603,0.1399129258,0.0811982712
9.2,-0.5940727284,-0.8106145613,0.1438248559,0.009643997876,-0.6397271848,-0.9271603794,0.1491042613,0.01015301449
9.4,-0.7159774452,-0.3936261705,0.138863949,-0.05861655191,-0.7816526211,-0.4749366131,0.1439963904,-0.06058085224
9.6,-0.7474971489,0.08344889036,0.1208577132,-0.1197133589,-0.8249042825,0.04889110942,0.1253666229,-0.1239167889
9.8,-0.6827097174,0.558817723,0.09186087159,-0.1676258487,-0.7618437639,0.5764482818,0.09534249953,-0.1736082479
10,-0.5282760223,0.9698513536,0.05499376018,-0.197808293,-0.5987291329,1.03820068,0.05715298014,-0.2049327247
10.2,-0.3027660419,1.261438871,0.01409852179,-0.2076492048,-0.3551141508,1.372234747,0.01477749024,-0.2152008278
10.4,-0.03438567828,1.393442988,-0.02667568545,-0.1967104738,-0.06146123026,1.532635038,-0.02748605757,-0.203933427
10.6,0.242611272,1.346240518,-0.06331209291,-0.1667336844,0.2447337955,1.495816142,-0.06547646799,-0.1729406625
10.8,0.4923611685,1.123581524,-0.09234228811,-0.1214044607,0.5238028629,1.263933886,-0.09559798963,-0.1260327898
11,0.6820947628,0.7523572997,-0.1111942716,-0.06591199083,0.7391127938,0.8648891953,-0.115183681,-0.06857342204
11.2,0.78648273,0.2792815851,-0.1184355536,-0.00635386109,0.8619260506,0.3488951257,-0.1227452568,-0.006885177954
11.4,0.7910405496,-0.2350944844,-0.1138872576,0.05094834687,0.8752637327,-0.2179588152,-0.1180925235,0.0524946558
11.6,0.6941323573,-0.7242520937,-0.09859942287,0.1001393574,0.7762483906,-0.762303906,-0.1023085401,0.1034959244
11.8,0.5072975021,-1.124420411,-0.07469346158,0.1364545771,0.5766042032,-1.213115039,-0.07758572616,0.1411804847
12,0.2538455914,-1.382981585,-0.04509267312,0.156706858,0.3012362778,-1.511080697,-0.04694848129,0.1622459587
12.2,-0.03410399823,-1.465445891,-0.01317346981,0.159584047,-0.01493351691,-1.616471091,-0.01389138622,0.1653215446
12.4,-0.3197547636,-1.360065696,0.01762143118,0.1457296997,-0.3314640914,-1.51445302,0.01802084274,0.1510698807
12.6,-0.5663977401,-1.079469901,0.04416340121,0.1175998161,-0.6076375254,-1.217138888,0.04554690536,0.1220246453
12.8,-0.7421830246,-0.6590964167,0.0639691408,0.07911937551,-0.8077576006,-0.7620919092,0.06611258458,0.08224250402
13,-0.824271032,-0.152625747,0.07544648984,0.03518142121,-0.9058072379,-0.2074810781,0.07806487166,0.03678650103
13.2,-0.8018177003,0.3749833064,0.07802936837,-0.008950143411,-0.8888517935,0.3754753757,0.0808124091,-0.008898860202
13.4,-0.6774015208,0.855937629,0.07218963299,-0.04826163765,-0.7587407027,0.9117802191,0.07483810801,-0.04962180386
13.6,-0.46670564,1.228421127,0.05932827528,-0.07856313652,-0.5318845867,1.332418122,0.06158678031,-0.08104338644
13.8,-0.1964979108,1.444615304,0.04156241092,-0.09694746391,-0.2371385719,1.583322453,0.04324536635,-0.1001503975
14,0.09882492132,1.476879054,0.02143626776,-0.1020837579,0.087928597,1.632372361,0.02244385156,-0.1055581406
14.2,0.3816752923,1.321284335,0.001592785965,-0.09431485183,0.4018890632,1.473509089,0.001915762415,-0.09761548158
14.4,0.6161146572,0.9980560013,-0.01555378239,-0.07555066325,0.6647979748,1.127444338,-0.01584057278,-0.07829103865
14.6,0.7724646545,0.548873242,-0.02810486025,-0.04897535498,0.8433262477,0.6388846079,-0.02885915321,-0.05087339505
14.8,0.8310922647,0.03140204776,-0.03489036879,-0.01860686779,0.9150180145,0.07065360886,-0.03592653198,-0.01951505285
15,0.7848828254,-0.488211681,-0.03558329976,0.011234888,0.8711250121,-0.504500976,-0.0367007323,0.0113185426
15.2,0.6400887891,-0.9438975372,-0.03070428004,0.03648468217,0.7176593024,-1.013332801,-0.03171620579,0.03742284066
15.4,0.4154555476,-1.278144984,-0.02151802809,0.0538452551,0.474540279,-1.391518636,-0.02227700544,0.05538708178
15.6,0.1397501031,-1.44931662,-0.009836822426,0.06119448627,0.1729606289,-1.591852769,-0.01025381724,0.06301453533
15.8,-0.1519756967,-1.436853667,0.002242657417,0.05783770368,-0.1486740102,-1.590162451,0.002188101646,0.05958385891
16,-0.422894997,-1.24372117,0.01263480177,0.04457548329,-0.4496954858,-1.388200855,0.01289433137,0.04592013274
16.2,-0.6391016115,-0.895806478,0.0195548774,0.02357999487,-0.6923677829,-1.013175774,0.02002096812,0.02426625565
16.4,-0.7738867943,-0.4383834404,0.02176617182,-0.001903307208,-0.8466556165,-0.5140135741,0.0222902166,-0.002024533245
16.6,-0.8110535019,0.06986640901,0.0187530036,-0.02799076669,-0.8939596271,0.04511968011,0.01916930094,-0.02893892403
16.8,-0.7468552771,0.5644747952,0.01079750713,-0.05067756265,-0.8293517131,0.593169591,0.0109499446,-0.05233821888
17,-0.5903292166,0.9834480379,-0.001049833644,-0.06637190762,-0.6620433617,1.061317034,-0.001282082896,-0.06851041284
17.2,-0.3620019295,1.275099376,-0.01510260444,-0.07237948875,-0.4140507915,1.391690467,-0.01578386225,-0.07467167618
