时间t(s),浮子垂荡位移zf(m),浮子垂荡速度dzf/dt(m/s),浮子纵摇角位移θf(rad),浮子纵摇角速度dθf/dt(rad/s),振子垂荡位移zo(m),振子垂荡速度dzo/dt(m/s),振子纵摇角位移θo(rad),振子纵摇角速度dθo/dt(rad/s)
0,0,0,0,0,0,0,0,0
0.2,0.010562583604,0.0959947622426,0.00189318982822,0.018204519986,0.00334171161612,0.0482898105222,0.00250303951421,0.0153968454721
0.4,0.034782201441,0.138690504453,0.00711636109172,0.0333591193262,0.0223090095382,0.140253746259,0.00757062244383,0.0387676012526
0.6,0.0635532937558,0.1434272386,0.0147061321095,0.0413039089462,0.0563383331366,0.188159715229,0.0153648946953,0.0387747938876
0.8,0.0898135469992,0.112823481265,0.0231505908512,0.0414356049397,0.0925582857504,0.162404651997,0.024262240608,0.0441665778844
1,0.106022123581,0.0427251321496,0.0306329433909,0.0321132435834,0.117432727265,0.0787205175921,0.0316201461218,0.0332628567771
1.2,0.10463508741,-0.0609355667826,0.0354151797238,0.0142406571614,0.121723734045,-0.0399721100826,0.0367357972948,0.012506899588
1.4,0.0806462204627,-0.179432093061,0.0359320833924,-0.00986428911659,0.100420408616,-0.173905420274,0.0370784859695,-0.00844195557943
1.6,0.0335171089782,-0.288146571464,0.0311917392631,-0.0377705758788,0.0526119829135,-0.300930676082,0.0320688444607,-0.0410098056096
1.8,-0.0323635154917,-0.363292669342,0.0208803796527,-0.0650526386228,-0.0177709155841,-0.395311790617,0.0214624233503,-0.0670208865261
2,-0.108282134506,-0.385928159267,0.00545238367953,-0.0880549472355,-0.101740836328,-0.43341282814,0.00530442855702,-0.0909055923396
2.2,-0.182460426035,-0.344787508643,-0.0138074832027,-0.102988940759,-0.186349401106,-0.400128157118,-0.0145454093705,-0.10762286526
2.4,-0.241837525163,-0.238633671595,-0.0349821969151,-0.106710917252,-0.256802756638,-0.292440039357,-0.0365026998974,-0.109399776352
2.6,-0.274219239665,-0.0774155831963,-0.0556596381808,-0.0978435120975,-0.298996822533,-0.1202226516,-0.0579151661586,-0.101804781597
2.8,-0.270473653301,0.118490553263,-0.073239140424,-0.0759193511704,-0.302013772721,0.0948582303218,-0.0760088656597,-0.0781979853682
3,-0.226376118333,0.320977542057,-0.0852603341076,-0.0425281618249,-0.260230822465,0.322119834183,-0.0884690908639,-0.0434546287265
3.2,-0.143759786512,0.498351405606,-0.0896854613808,-0.000652817991443,-0.17471172229,0.526218055534,-0.0929407552136,-0.000828978562812
3.4,-0.0307482907472,0.620246338711,-0.0852221166686,0.0456046786122,-0.0536071357729,0.672579863308,-0.0882611412036,0.0480318628876
3.6,0.0990104050837,0.662571736328,-0.0715011064935,0.0910626840432,0.0885678796171,0.733039529887,-0.0740052585949,0.0943459734316
3.8,0.228039415034,0.611733461398,-0.049191071229,0.130585412215,0.232724465303,0.69073285282,-0.050808970687,0.135526600648
4,0.337441213243,0.46743802425,-0.0199941152784,0.159231312977,0.357826194749,0.543442638161,-0.0205568097426,0.165272680814
4.2,0.409680866649,0.243575287228,0.0135083779461,0.173060620636,0.443979815388,0.304826816636,0.0141910568255,0.179112287937
4.4,0.431332583252,-0.0330411432982,0.0480816330189,0.169684076751,0.475534759116,0.0032613724925,0.0500131116626,0.175994470518
4.6,0.395366144242,-0.325970613383,0.0801805441584,0.14838344573,0.443716379869,-0.3216217891,0.0832477005459,0.153546201027
4.8,0.30260289719,-0.59405928313,0.106328247529,0.110531406937,0.348369646973,-0.624268313923,0.110333081535,0.114370904244
5,0.162082029057,-0.797293570054,0.123499021374,0.0593176083198,0.198508169887,-0.859672148382,0.128078108313,0.0613813111215
5.2,-0.00976850680521,-0.902752607515,0.129480328434,-0.000466338341654,0.0115318785702,-0.990053889025,0.134246200555,-0.000790015401482
5.4,-0.191087566351,-0.889777127019,0.123138708293,-0.0628589010927,-0.188829021319,-0.990757631897,0.127638642866,-0.0652245880309
5.6,-0.357424223642,-0.753560592131,0.104588529424,-0.121467782757,-0.375594644914,-0.854463977371,0.108375582767,-0.126067392356
5.8,-0.48509056172,-0.506577124192,0.0752234047355,-0.170033720495,-0.522231103957,-0.593039214945,0.0779251464904,-0.176344247831
6,-0.55455714245,-0.177561255232,0.03760505844,-0.203203307342,-0.606447180019,-0.236668759604,0.0389139836849,-0.210617211905
6.2,-0.553402021073,0.191895685968,-0.0047701146007,-0.217112678916,-0.613545752362,0.169689360458,-0.0050113110239,-0.225107241864
6.4,-0.47837245769,0.552719004682,-0.0478202585525,-0.209808484573,-0.538830484405,0.572103497828,-0.0496316360445,-0.217415622022
6.6,-0.336232134247,0.854983522875,-0.0872925901738,-0.181559190192,-0.388688943078,0.914954035931,-0.0905443631223,-0.188173138288
6.8,-0.143230740189,1.05489481027,-0.119206102058,-0.134810396419,-0.180152047811,1.14870508604,-0.123613422471,-0.139716158708
7,0.0767753282154,1.12113388817,-0.14027526962,-0.0739937302881,0.0610580757923,1.23706631427,-0.145449277855,-0.0766468386614
7.2,0.295329716077,1.0396466994,-0.148261928357,-0.00507867377565,0.303764003578,1.16250936236,-0.153723492517,-0.00528073805998
7.4,0.483122982304,0.816158720397,-0.142224198909,0.0650638153329,0.515436418978,0.929313375178,-0.147463881582,0.0674517005778
7.6,0.613977455139,0.476000852401,-0.12262809179,0.129351928231,0.666615165056,0.563646234201,-0.127156045594,0.134057380927
